标题,时间,内容,一级类别,来源网站,访问地址,附件链接
关于印发《河北省高等学校众创空间建设工作指引》的通知,2018年06月27日,"
各高等学校：
为贯彻落实《中共河北省委河北省人民政府关于2018年在全省开展“双创双服”活动的实施意见》（冀发〔2018〕7号）和《河北省人民政府办公厅关于深化产教融合的实施意见》（冀政办字〔2018〕49号）等文件精神，指导和推动各高等学校全面加强众创空间建设和健康可持续发展，省教育厅组织制订了《河北省高等学校众创空间建设工作指引》。现印发给你们，请结合本校实际认真贯彻落实。

附件：河北省高等学校众创空间建设工作指引


河北省教育厅
2018年6月26日




附件：
河北省高等学校众创空间建设工作指引

为了全面贯彻落实《国务院关于大力推进大众创业万众创新若干措施的意见》（国发〔2015〕32号）、《国务院办公厅关于深化高等学校创新创业教育改革的实施意见》（国办发〔2015〕36号）、《中共河北省委河北省人民政府关于2018年在全省开展“双创双服”活动的实施意见》（冀发〔2018〕7号）和《河北省人民政府办公厅关于深化产教融合的实施意见》（冀政办字〔2018〕49号）等文件精神要求，全面、快速、高效的推进我省普通高等学校众创空间建设进程，结合我省普通高等学校众创空间建设实际，特制定本指引。
一、指导思想
深入贯彻落实党的十九大精神，以习近平新时代中国特色社会主义思想为指引，全面深化高等学校创新创业教育改革、提高创新创业工作水平、提升人才培养质量。坚持统筹协调、分类指导、协同推进的原则，构建高水平创新创业服务体系，着力培育创新文化；坚持“教育、实践、孵化”相结合，营造良好的创新创业生态环境，着力引领人才培养模式改革；坚持以创新引领创业，以创业带动就业，着力激发释放创新创业活力，加速提升科技成果转移转化能力。整合高校科技、人才和资源优势，促进产学研用深度融合，引领带动区域行业产业发展，助力我省经济发展和产业转型升级，为全面实施创新驱动发展战略、建设经济强省、美丽河北提供持续的智力支撑和人才保障。
二、建设目标
加大创新创业教育改革力度，促进创新创业工作高质量、高水平发展，建立健全政府支持、产教融合、面向市场的集人才培养、孵化培育、科技服务、成果转化于一体的创新创业服务平台体系。推动全省每所高校至少建成一个众创空间，并逐步建成一批创新与创业相结合、线上与线下相结合、孵化与资源对接相结合、项目与产业相结合的特色鲜明、国内知名的示范性高校众创空间，促进高素质创新创业型人才培养，助推产业转型升级，服务区域经济社会发展。
三、基本要求
（一）场地设施设备完善
有独立且相对集中的众创空间场地，为创业者提供低成本、便利化的工作、社交和资源共享空间，具备“即入即开”的条件。
（二）专项经费保障到位
须在年度预算中安排专项资金，用于众创空间建设和日常运营管理，并积极争取政府相关部门和社会资金支持。
（三）管理运营机制完备
成立专门的管理运营团队，制定完善的入驻遴选、准入、考核、退出机制，做好信息、档案、财务、后勤保障等日常管理。
（四）创业导师团队健全
打造一支由校内外专兼职人员相结合的创业导师团队，能够结合创新创业项目，提供有针对性、个性化的指导服务。
（五）创业活动形式多样
组织创新创业培训，开展创新创意分享、项目诊断、项目路演、创业沙龙、创业大讲堂、创业大赛等各类活动。
（六）创业服务体系完整
提供政策咨询、登记注册、税收财务、法律援助、融资对接等公共服务和研发设计、知识产权、认证检测、成果交易等技术服务。
（七）运营模式清晰明确
坚持开放性原则，强化共享融合，结合本校实际，逐步建立高校自主运营、校地合作、校企合作等多种运营模式。
四、建设任务
（一）运营主体
众创空间一般由高校自行投资建设管理，也可由高校和企业、行业组织等社会力量共同投资建设、运营管理，或委托专业机构进行运营管理。鼓励有条件的高校众创空间成立独立法人的运营主体。
（二）机构和人员
众创空间须有专门机构或团队进行管理，至少配备1-2名专职工作人员。管理人员须定期参加各类培训交流，提升业务技能和服务能力，满足众创空间管理运营需求。
（三）场地与设施
众创空间须具备可自主支配的场地，使用面积不低于200平方米，为入驻师生创业团队、创客提供办公场所，有会议、洽谈、路演、展示等共享空间。拟申报省级示范性众创空间的面积原则上不低于1000平方米。众创空间须具备相应的供电、供水、消防、通讯、网络等配套基础设施，能提供基本的办公与服务设备。鼓励有条件的高校，根据院（系）实际情况，建设满足师生需求的院（系）级众创空间。
（四）资金支持
高校须多渠道筹措资金，用于众创空间建设和日常运营管理，支持大学生创新创业实践活动。要确保建设资金和日常运转经费投入，通过划拨专项资金，争取地方政府资金和社会资金支持，引入天使投资和风险投资等方式，为创业团队（项目）提供资金支持和投融资服务。
（五）创业团队（项目）
众创空间内入驻的创业团队（项目）数量适当，活跃有序。鼓励跨学科、跨专业组建创业团队；鼓励师生共同创业；倡导立足于高校自身特色及产教融合实际，培育、引入以创新和专业为基础的创业项目；重点扶持科技含量高、发展前景好的高水平创业项目。
（六）创业导师
众创空间须组建不少于10人的创业导师团队。鼓励聘请有创业实践经验、对创业饱含热情的高校教师、成功企业家、投资人、优秀创业者、专业技术人员等组成专兼结合的创业导师队伍。为师生创业团队（项目）提供技术支持、创业咨询、创业辅导和资源对接等服务。
（七）文化氛围
举办创新创业讲座、创新创业沙龙、创意展示、创新创业训练营、创新创业大赛等系列活动，激发大学生创新创业热情，营造浓厚的创新创业文化氛围。宣传众创空间建设成效和经验，以及涌现出的师生创新创业典型。弘扬创新创业精神，营造崇尚创新创业、投身创新创业、鼓励创新创业、支持创新创业的良好文化氛围。
五、保障措施
（一）强化组织领导
各高校要高度重视众创空间建设，纳入“一把手”工程，统筹规划，加强各相关部门协调联动；深化创新创业教育改革领导小组须定期研究部署相关工作，制订具体实施方案和推进计划；加大资金投入、政策支持和条件保障力度，确保“机构、人员、场地、经费、服务”五到位，制度化、常态化的开展创新创业实践活动。
（二）健全激励机制
各高校要建立健全众创空间考核激励机制，出台相关奖励办法，并将众创空间工作业绩纳入部门绩效考核，对优秀创业导师在专业技术职务评聘时作为加分条件。
教育厅将通过实地考察等方式对各高校众创空间定期进行绩效评价，完善动态管理机制。将高校众创空间建设情况纳入就业创业工作专项督查，对业绩突出的单位和个人进行表扬。
",高等教育,http://jyt.hebei.gov.cn/column.jsp,http://jyt.hebei.gov.cn/col/1533807656246/2018/06/27/1533892760232.html,
河北省教育厅关于推荐申报2018年度河北省普通高等 学校青年拔尖人才计...,2018年03月12日,,高等教育,http://jyt.hebei.gov.cn/column.jsp,http://jyt.hebei.gov.cn/col/1533807656246/2018/03/12/1533871149480.html,
河北省教育厅关于申报2018年度河北省高等学校科学研究项目的通知,2018年03月12日,"

各高等学校：
按照《河北省高等学校科学技术研究项目管理办法》和《河北省高等学校人文社会科学研究项目管理办法》，2018年度河北省高等学校科学研究项目开始申报，现将有关事项通知如下：
一、申报类别和范围
自然科学分为重点项目、青年基金项目和指导项目等三类；人文社会科学分为重点项目、青年基金项目、教育科学规划项目和指导项目等四类。省教育厅将组织专家对重点项目进行评审，其他项目由各高校自主评审确定，省教育厅审核备案立项。
（一）重点项目：自然科学重点项目支持服务于我省产业转型升级、承接京津产业转移的高新技术研发项目，优先支持联合科研院所、行业企业等各类创新力量进行协同创新的关键技术研究；优先支持预期成果具有良好应用转化前景的应用技术类项目。人文社会科学重点支持紧紧围绕党的十九大精神，围绕实施创新驱动发展战略、实施“京津冀协同发展”战略和高等教育综合改革提出的新思想、新观点、新论断开展的重大策略研究；对学术发展、学科建设和人才培养具有重要推动作用的基础性、前瞻性研究；为党和政府宏观决策提供咨询服务的应用对策研究等。自然科学领域项目申报人必须具有博士学位或正高级专业技术职称；人文社会科学领域项目申报人应具有博士学位或高级专业技术职称。
（二）青年基金项目：主要支持符合我省经济社会发展需求和科技发展趋势的基础研究和应用基础研究，研究思路明确，学术思想或技术路线具有创新性和可行性，有利于培育、发展各高校的科研优势和特色，有利于促进学校的学科建设和人才培养。项目申报人应具有硕士及以上学位或具有中级及以上职称且年龄在40周岁以下（1978年1月1日以后出生）。
（三）教育科学规划项目：主要支持以全省教育改革发展中遇到的重大理论和现实问题为主攻方向，注重推动传统学科、新兴学科和交叉学科研究，推进学科体系、学术观点、研究方法的创新，准确把握时代特征，增强科学预见性，着力推出代表我省水平的教育科学研究成果。项目申报人应具有博士学位或高级专业技术职称。教育科学规划项目学科类别应为教育学，其他学科不得申报此项目。
二、申报要求
（一）各高校要认真贯彻国家、教育部以及我省中长期科技、教育发展规划纲要精神，紧密围绕国家和我省经济社会发展的重点领域，认真把握科技发展趋势，切实结合自身优势和研究基础遴选研究选题。
（二）各高校要按照“公正、公开、择优”的原则，认真做好项目的评选和推荐工作。推荐项目名单，应在全校范围内公示5天（公示内容需包括项目类别、项目名称、负责人、课题组成员、申请经费、预期成果、计划完成时间等内容），经公示无异议或异议处理完毕后上报省教育厅。
（三）项目申报条件按照《河北省高等学校科学技术研究项目管理办法》《河北省高等学校人文社会科学研究项目管理办法》的相关规定执行。
（四）申报材料应规范、齐全，申请书内容真实，思路清晰，论证充分、合理，项目经费预算合理。
（五）实行限额申报。各类项目申报指标见河北省教育厅科学研究计划项目综合业务平台（http://kjc.hee.gov.cn,以下简称业务平台）。
（六）申请经费。自然科学：重点项目申请经费一般不超过5万元，青年基金项目申请经费一般不超过3万元；人文社会科学：重点项目申请经费一般不超过1万元，教育科学规划项目、青年基金项目申请经费一般不超过0.6万元。
（七）非省教育厅直属高校及民办院校可按限额申报指令性项目，申报时需提供所在学校或其主管部门出具的资助经费证明，项目经费由学校或其主管部门参照省教育厅资助额度负责落实。
（八）本批次项目申请人只能申报其中一类，并且不得同时申报2018年度青年拔尖项目、重大攻关项目、百名优秀创新人才等项目；对已经获得支持且研究内容重复的项目和承担省教育厅科研项目尚未结题的项目申请人不得参加本次申报。
三、申报程序
项目申报采取网上申报与书面申报并行的方式。网上申报基本步骤如下：
（一）项目申请书填写
项目申请人登录业务平台进行注册，经申报单位管理员审核并分配权限后，即可凭用户名和密码以“申报人”的方式登录平台，进入申报系统，按照相关要求和系统操作手册在线填写项目申请书。填写完成后点击“确认提交”进行上传。
涉及国家秘密内容的申请书电子数据，由学校科研管理部门直接报送到我厅科技处。凡网上传送的项目内容均被视为符合国家有关保密规定。
（二）项目申请书审核
申报单位管理员应及时登录业务平台，在“申报书审核”栏目对申请人提交的申请书进行审核，单位审核通过后，申报人就不能再对本项目进行修改，同时推荐项目进入教育厅的形式审查阶段。
（三）项目申请书及汇总表打印
单位管理员完成申请书审核后，项目申请人即可登录业务平台，在线生成项目申请书（带水印）。学校完成全部申报工作后，申报单位管理员可登录业务平台，导出excel汇总表，并打印。
网上申报截止时间为2018年3月23日下午5时。项目申报及管理软件的具体操作问题，详见业务平台下载专区中的“系统操作手册”。
四、材料报送
所有项目公示情况，需形成独立文字材料，以正式公文的形式上报我厅科技处。项目纸质申请书必须由业务平台的“项目申报管理模块”填写并生成，重点项目申请书一式两份，拟立项的青年基金、教育规划、指导项目申请书一式一份，汇总表一式一份，A4纸打印，须加盖学校公章，并将汇总表的电子版及项目申请书的PDF格式发送至指定邮箱。
请学校科研管理部门于2018年3月26日前将上述申报材料集中报送至我厅科学技术处，逾期不予受理。
联系人：张建荣；白铎
电话：0311-66005153；66005159
邮箱：kjc821@163.com
软件咨询电话：15383230865


河北省教育厅
2018年3月8日
",高等教育,http://jyt.hebei.gov.cn/column.jsp,http://jyt.hebei.gov.cn/col/1533807656246/2018/03/12/1533871149668.html,
河北省教育厅关于申报2018年度人文社会科学研究重大课题攻关项目的通知,2018年03月12日,"各普通本科高等学校：
　　为深入贯彻落实党的十九大精神，鼓励高校紧紧围绕新时代全省经济社会发展的重大需求，把握学科前沿，开展深入、系统的创新性研究，为全省经济社会发展提供重要的智力支撑，省教育厅决定，2018年继续开展人文社会科学研究重大课题攻关项目立项工作，现将有关事项通知如下：
　　一、申报范围
　　重大课题攻关项目申报范围为全省普通本科高校。
　　二、申报条件
　　（一）重大课题攻关项目实行首席专家负责制。首席专家负责项目研究计划的制定和实施、课题组成员的聘任、研究经费的分配使用以及研究成果的质量。首席专家必须具备下列条件：
　　1.遵守我国宪法和法律，拥护社会主义制度和中国共产党的领导，思想品德高尚，为人师表。
　　省内高校具有正高级专业技术职务的在编在岗教师。
　　3.具有较高的学术造诣和实践经验，学风优良，责任心强，对申报课题有一定的研究积累，在研究周期内有充足的研究时间。
　　4.原则上校级领导不作为首席专家申报课题。
　　5.每位首席专家只能主持一个重大攻关项目，且没有承担省教育厅人文社会科学研究重大及重点课题在研项目；不得同时申报2018年度河北省普通高等学校青年拔尖项目、科学研究计划项目等。
　　（二）有一支职称、年龄、知识结构合理，高水平的学术研究队伍，以及对课题开展研究必备的条件。
　　（三）重大攻关项目鼓励跨学科、跨学校、跨部门、跨地区尤其是与京津的联合攻关，协同创新，但必须由本省高校作为牵头申报单位；鼓励联合高校系统外的相关专家、与研究课题有关的实际工作部门的人员参加课题组研究工作。
　　三、资助项目数量及经费
　　本年度重大攻关项目立项数为25项左右，原则上每个选题只确立一项研究项目。项目资助经费根据课题研究的实际需要确定，一般不超过15万元。非省属高校立项项目的研究经费由申报学校负责落实。
　　四、材料报送要求
　　（一）以学校为单位，集中申报，不受理个人申报。申报学校科研管理部门，要从选题设计、课题内容论证、首席专家条件、前期研究成果、科研团队组建等方面进行详细审查并择优推荐上报。推荐项目名单，应在全校范围内公示5天（公示内容需包括项目名称、首席专家、课题组成员、申请经费、预期成果、计划完成时间等内容），经公示无异议或异议处理完毕后上报省教育厅。
　　（二）申报数额。河北大学、河北师范大学原则上不超过5项，河北经贸大学原则上不超过4项，其他院校原则上不超过1项。
　　（三）选题参见《2018年度河北省教育厅人文社会科学研究重大课题攻关项目选题指南》（附件3）。
　　（四）请高校于2018年3月26日前将《河北省教育厅人文社会科学重大课题攻关项目申报书》（附件1）一式5份（A4纸打印，按照“⑴申报材料之一：《申报书》”、“⑵申报材料之二：《申报书附件》”的顺序，统一装订），《2018年度河北省教育厅人文社会科学重大课题攻关项目申报汇总表》（附件2）一式一份，及公示情况（正式公文）报省教育厅科技处，并将汇总表的电子版及申报书的PDF格式发送至指定邮箱。
　　联系人：张建荣白铎
　　电话：0311-66005153；
　　邮箱：
　　附件：1.2018年度河北省教育厅人文社会科学重大课攻关项目申报汇总表
　　2.河北省教育厅人文社会科学重大课题攻关项目申报书
　　3.河北省教育厅人文社会科学研究重大课题攻关项目选题指南

申报通知及附件下载
　　河北省教育厅
　　2018年3月8日",高等教育,http://jyt.hebei.gov.cn/column.jsp,http://jyt.hebei.gov.cn/col/1533807656246/2018/03/22/1533871150233.html,http://jyt.hebei.gov.cn/download.jsp?pathfile=/atm/7/20180322151724371.zip;
河北省教育厅关于组织开展2017年度高等学校科技/社科统计年报数据审核...,2018年03月02日,"
各高等学校：
按照教育部有关工作部署和要求，为做好2017年度全省普通高校科技/社科统计年报数据审核工作，现将有关事项通知如下：
一、审核时间及内容
2017年度全省普通高校科技/社科统计年报数据审核工作分初审和终审两个阶段进行。
1.初审工作。请各高校务于2018年3月5日前将本单位统计数据及2017年科技/社科统计基本数据对比表的电子版发送至分组专家（专家名单见附件），由分组专家对电子数据进行初审，并出具审核报告，各高校根据审核报告对数据进行修改完善。
2.终审工作。数据审核终审工作定于2018年3月13日-14日在石家庄河北汇宾大酒店三楼中会议室进行（河北工会大厦，石家庄市桥西区裕华西路160号），各高校按照数据审核时间安排表（见附件）集中审核。
二、其他事项
1.各高校报表必须经领导签字并加盖单位公章。（注：每张报表无论有无数据，都要有签字）。
2.参加终审时，各高校应携带本单位统计数据及2017年科技/社科统计基本数据对比表的纸质版和电子版，并携带统计专用的笔记本电脑，将相应数据导入电脑，以便于报送材料时修改。
3.河北省高校科技/社科统计专家小组全体成员于3月12日下午4点前报到，并携带本地区各高校科技社科数据审核报告。
4.附属医院由其隶属高校负责通知。
联系人：张建荣；联系电话：0311-66005153。

附件：2017年度高等学校数据审核时间安排表






河北省教育厅
2018年2月27日

",高等教育,http://jyt.hebei.gov.cn/column.jsp,http://jyt.hebei.gov.cn/col/1533807656246/2018/03/02/1533871150782.html,http://jyt.hebei.gov.cn/download.jsp?pathfile=/atm/7/20180302163735384.xls;
河北省教育厅转发教育部办公厅关于进一步推动高校落实科技成果转化政策相关...,2018年01月26日,"
省属高等学校：
现将教育部办公厅《关于进一步推动高校落实科技成果转化政策相关事项的通知》（教技厅函[2017]139号）转发给你们，请按照通知要求，落实相关科技成果转移传化激励政策，优化科技成果转化流程，健全技术转移体系，强化责任落实。
各高校将落实通知要求情况及科技成果转化政策的实施细则汇总整理形成报告，于2018年4月24日前正式行文报送省厅科技处。同时将电子版发送至邮箱kjc821@163.com，联系人：张建荣，联系电话：0311-66005153。


附件、教育部文件

河北省教育厅
2018年1月8日
",高等教育,http://jyt.hebei.gov.cn/column.jsp,http://jyt.hebei.gov.cn/col/1533807656246/2018/01/26/1533871151127.html,http://jyt.hebei.gov.cn/download.jsp?pathfile=/atm/7/20180126112724699.zip;
河北省教育厅关于开展全省高校研究与试验发展（R&D）投入快速调查的通知,2018年01月26日,"
各普通高等学校：
根据《河北省研究与试验发展（R&D）投入快速调查实施方案》要求，为贯彻落实省政府领导指示精神，尽快摸清全省研究与试验发展（R&D）投入情况，我厅决定对2016年和2017年全省普通高等学校及附属医院研发投入开展快速调查，现将有关事项通知如下：
一、调查范围
全日制普通高校及附属医院。有学校代码的附属医院独立填报，无学校代码的汇总到所在院校上报。
二、调查内容
2016年和2017年单位从业人员、研发人员、主营业务收入、研发经费支出等情况（详见附件）。每项指标均为科技和社科数据之和。
三、工作要求
1、研发快速调查是省政府领导直接交办的重要任务，各单位要高度重视，一把手要亲自抓，加强数据审核把关，确保数据质量，及时全面准确地完成快速调查工作。
2、有关高校附属医院由所在院校负责通知。
3、各单位务必于2018年2月5日前完成本单位的数据填报工作，并将企业（单位）研发及相关情况纸质件加盖单位公章，经单位一把手签字后，一式一份上报至教育厅科技处，电子版发送至指定邮箱。
联系人：张建荣，66005153，15931071991；
焦仁普，80789734,13832113650
邮箱：kjcjrp@mail.hebtu.edu.cn
地址：石家庄市中山西路449号河北省教育厅科技处

附件：企业（单位）研发及相关情况



河北省教育厅
2018年1月23日

",高等教育,http://jyt.hebei.gov.cn/column.jsp,http://jyt.hebei.gov.cn/col/1533807656246/2018/01/26/1533871150045.html,http://jyt.hebei.gov.cn/download.jsp?pathfile=/atm/7/20180126112404982.xls;
河北省教育厅关于申报2018年度教育部人文社会科学研究一般项目的通知,2018年01月26日,"
各高等学校：
根据教育部社科司《关于2018年度教育部人文社会科学研究一般项目申报工作的通知》（教社科司函[2018]13号）文件精神，为做好全省高校2018年度教育部人文社会科学研究项目申报工作，现将有关事项通知如下：
1.请各高校按照教育部社科司的通知（见社科www.sinoss.net）要求，认真做好本校教师的组织申报工作，要严格按照通知要求的申报内容、申报条件、申报程序和申报时间，认真审核申报材料，把好申报关，切实提高项目申报质量。
2.请各高校务必于2018年3月10日前完成教育部人文社会科学研究一般项目的在线申报，并于3月14日前将相关材料统一报送到省教育厅科技处，逾期不再受理。
联系人：张建荣；联系电话：0311-66005153；电子信箱：kjc821@163.com。

河北省教育厅
2018年1月24日
",高等教育,http://jyt.hebei.gov.cn/column.jsp,http://jyt.hebei.gov.cn/col/1533807656246/2018/01/26/1533871150405.html,
河北省教育厅关于召开2017年度全省普通高等学校科技/社科统计培训会议...,2017年11月29日,"
附件、2017科技社科统计培训会通知",高等教育,http://jyt.hebei.gov.cn/column.jsp,http://jyt.hebei.gov.cn/col/1533807656246/2017/11/29/1533871151849.html,http://jyt.hebei.gov.cn/download.jsp?pathfile=/atm/7/20171129174143287.zip;
河北省人民政府办公厅关于印发《加快推进科技创新的若干措施》的通知,2017年11月01日,"






通知PDF下载",高等教育,http://jyt.hebei.gov.cn/column.jsp,http://jyt.hebei.gov.cn/col/1533807656246/2017/11/01/1533871151503.html,http://jyt.hebei.gov.cn/download.jsp?pathfile=/atm/7/20171101144945580.zip;
河北省教育厅关于组织第三批河北省高校应用技术研发中心验收工作的通知,2017年09月25日,"
有关高校：
按照《河北省高校应用技术研发中心管理办法（试行）》相关规定，现将河北省高校应用技术研发中心验收工作通知如下：
一、验收范围
第三批河北省高校应用技术研发中心（名单见附件1）
二、验收依据和内容
验收工作以《河北省高校应用技术研发中心建设项目计划任务书》为主要验收依据，验收内容主要包括：应用技术研发中心的研究方向及主要建设任务的完成情况；人才队伍建设情况；面向市场、面向行业企业承接研究开发任务及项目实施情况；建设期取得的技术成果及转化情况；研发用房、仪器设备等硬件条件建设情况；管理体制及其运行情况；学校自筹经费及合作企业投入经费情况等。
三、验收资料
按照验收大纲（附件2）中的要求，做好相关资料的准备工作。依托学校于10月15日前向我厅提出验收申请，并提交以下材料：
1、《河北省高校应用技术研中心建设项目验收总结报告》（附件3）
2、《应用技术研发中心建设主要任务完成情况简表》（附件4）
3、《河北省高校应用技术研中心验收专家组建议名单》电子版（附件5）
4、《河北省高校应用技术研发中心建设项目验收专家组意见提纲》（附件6）
四、验收方式及时间安排
1、验收工作采取会议验收的方式进行，由专题汇报、专家提问答辩、现场考察、专家组形成验收意见等环节构成。
2、验收会参会人员应包括验收专家组、依托学校主管领导、应用技术研发中心主要成员。
3、验收工作在2017年11月底前全部完成，具体时间由我厅与依托学校共同商定。
工作中有何意见和建议请与我厅科技处联系。
联系人：刘治利；电话：0311-66005156
通知及附件下载


河北省教育厅
2017年9月14日
",高等教育,http://jyt.hebei.gov.cn/column.jsp,http://jyt.hebei.gov.cn/col/1533807656246/2017/09/25/1533871151315.html,http://jyt.hebei.gov.cn/download.jsp?pathfile=/atm/7/20170925170037426.doc;
河北省教育厅关于申报2017年河北省高等学校人文社会科学研究项目（就业...,2017年09月22日,"
冀教科函〔2017〕8号

各高等学校：
为贯彻落实《国务院办公厅关于深化高等学校创新创业教育改革的实施意见》（国办发〔2015〕36号）、《教育部关于做好2017年全国普通高等学校毕业生就业创业工作的通知》（教学〔2016〕11号）和《教育部关于贯彻落实中央文件精神进一步引导和鼓励高校毕业生到基层工作的通知》（教学〔2017〕3号）要求，进一步加强我省高校大学生职业指导与就业创业理论研究，提高职业指导教师和就业创业服务人员的理论和学术水平，深入研究大学生职业指导与创新创业工作中的新情况、新问题，更好地促进我省高校大学生就业创业工作，经研究，决定继续开展河北省普通高等学校人文社会科学研究项目（就业创业专项）申报工作，现将有关事项通知如下：
一、申报对象
申报对象为各普通高等学校从事大学生就业和创业指导服务工作人员及从事专业研究的教师。
二、申报范围和类别
申报者可根据申报指南范围（见附件1），结合本人研究专长和工作实际，自行设计申报课题。选题要以当前高校大学生职业指导和就业创业教育实践工作中所面临的问题为主要研究内容，以解决全局性、战略性、前瞻性的理论和现实问题为主攻方向，准确把握时代特征，增强针对性和实效性，注重学术价值、应用价值和社会效益。
研究项目拟立项25项左右，每项资助金额5000元-10000元，研究经费由省教育厅就业指导中心提供。
三、申报要求及程序
（一）各高校科研管理部门会同就业创业职能部门负责专项的申报工作，在上报材料前要充分沟通。课题组要积极吸纳院系一线就业和创新创业工作和研究人员参与，研究内容要与工作实际相结合。
（二）本专项纳入河北省高等学校人文社会科学研究项目统一管理。各高校要严格按照《河北省高等学校人文社会科学研究项目管理办法》的规定，按照“公正、公开、择优”的原则，认真做好项目的评选和推荐工作。推荐项目名单，应在全校范围内公示7天（公示内容需包括项目类别、项目名称、负责人、课题组成员、申请经费、预期成果、计划完成时间等内容），经公示无异议或异议处理完毕后上报省教育厅。
（三）项目申请书及相关材料可通过河北省教育厅网站及河北省大中专院校就业创业服务信息网（www.hbxsw.org）查阅下载。申报材料应规范、齐全，申请书内容真实，思路清晰，论证充分、合理，项目经费预算合理。
（四）项目申请人应如实填写申请材料，并保证没有知识产权争议。凡弄虚作假者，一经发现并查实后，取消个人5年申报资格，如已获准立项一律撤项，并追究申请人所在单位的管理责任。对已经获得过就业指导专项和承担省教育厅科研项目尚未结题的项目申请人不得参加本次申报。
（五）研究项目实行限额申报，各高校限报1项。省教育厅根据申报情况，适时组织各项目申报人进行答辩，根据答辩结果最终确定立项，具体要求另行通知。
四、材料报送
请各高校于2017年10月31日前，将《河北省高等学校人文社会科学研究项目（就业创业专项）申请书》（附件2）一式6份，要求A4纸双面打印，项目汇总表（附件3）1份，集中报送省教育厅就业指导中心，同时以学校为单位将申请书和项目汇总表发送电子邮件至jyzd608@126.com，逾期不予受理。
联系人：曾凡锋0311-66005135；张建荣0311-66005153
邮寄地址：石家庄市中山西路449号省教育厅608室江舢（手机18832110230）收

附件：
1.2017年河北省高等学校就业创业研究项目申报指南
2.河北省高等学校人文社会科学研究项目（就业创业专项）申请书
3.河北省高等学校就业创业研究项目申报汇总表


2017年就业创业专项课题申报通知及附件下载
河北省教育厅
2017年9月18日
",高等教育,http://jyt.hebei.gov.cn/column.jsp,http://jyt.hebei.gov.cn/col/1533807656246/2017/09/22/1533871152037.html,http://jyt.hebei.gov.cn/download.jsp?pathfile=/atm/7/20170922171010880.zip;
